,vazao,chuva_media,evaporacao,evap_inicial,retencao,evap_n_atendida,ret_corrig,escoamento,reserv_solo,S1,RE,Solo,C,S2,vazao_calc,Ps,rec_solo,rec_rio,perdas,reserv_solo_corrig,profundo,Fg,profundo_corrigido,S3,Ks,KL,Nash
1,2.92899999999999982592,9.06099999999999994316,6.51999999999999957367,6.52,2.541,0.0,0,0.008302916,3.0,0.008592311,0.0,3.0,2.27e-05,0.00856959,0.000164407,2.532697084,2.532697084,0.000289394,1.39e-05,5.532407688999999,0,0,0,0.00856959,0.0,0.1968070513913431,0.39349910817335565
2,2.40199999999999969091,6.66600000000000036948,5.69000000000000039080,5.69,0.976,0.0,0,0.006174517793368639,5.532407688999999,0.01474410779336864,0.0,5.532407688999999,5.588083774034661e-05,0.014688226955628292,0.0008382852323686633,0.9698254822066313,0.9698254822066313,0.0,1.0997742904955701e-05,6.502233171206631,0,0,0,0.014688226955628292,,,
3,2.08199999999999985079,26.36199999999999832312,5.90000000000000035527,5.9,20.461999999999996,0.0,0,1.0701551748141966,6.502233171206631,1.084843401769825,0.0,6.502233171206631,0.07219556171526478,1.0126478400545602,1.0830273073155887,19.3918448251858,19.3918448251858,0.0,0.014208595624723,25.89407799639243,0,0,0,1.0126478400545602,,,
4,103.81600000000000250111,7.87700000000000066791,5.23000000000000042633,5.23,2.6470000000000002,0.0,0,0.3379446311012022,25.89407799639243,1.3505924711557624,0.0,25.89407799639243,0.10401739042733868,1.2465750807284237,1.56039611843197,2.309055368898798,2.309055368898798,0.0,0.020471355903426643,28.203133365291226,0,0,0,1.2465750807284237,,,
5,32.33899999999999863576,31.51000000000000156319,5.11000000000000031974,5.11,26.400000000000002,0.0,0,6.964506881627969,28.203133365291226,8.211081962356392,0.0,28.203133365291226,2.1065222903712746,6.104559671985117,31.600573632751335,19.435493118372033,19.435493118372033,0.0,0.4145784406581092,47.63862648366326,0,0,0,6.104559671985117,,,
6,86.02500000000000568434,4.65500000000000024869,4.58999999999999985789,4.59,0.06500000000000039,0.0,0,0.025737938752887435,47.63862648366326,6.130297610738005,0.0,47.63862648366326,1.2942991873217975,4.835998423416207,19.416170889207134,0.039262061247112956,0.039262061247112956,0.0,0.25472720667501464,47.677888544910374,0,0,0,4.835998423416207,,,
7,32.33899999999999863576,0.63200000000000000622,4.95000000000000017764,0.632,0.0,4.3180000000000005,0.0,0.0,47.677888544910374,4.835998423416207,2.017162735986641,45.660725808923736,0.8717172990206506,3.9642811243955562,13.076893048110145,0.0,0.0,0.0,0.17156011126708,45.660725808923736,0,0,0,3.9642811243955562,,,
8,15.56799999999999961631,9.11999999999999921840,5.33000000000000007105,5.33,3.789999999999999,0.0,0,1.4501007134327772,45.660725808923736,5.4143818378283335,0.0,45.660725808923736,1.0523177127796166,4.362064125048716,15.786134103465743,2.339899286567222,2.339899286567222,0.0,0.20710354617903864,48.00062509549096,0,0,0,4.362064125048716,,,
9,13.39599999999999901945,4.06099999999999994316,5.54000000000000003553,4.061,0.0,1.479,0.0,0.0,48.00062509549096,4.362064125048716,0.6942690388769978,47.306356056613964,0.7340384728360712,3.6280256522126453,11.011531620698067,0.0,0.0,0.0,0.14446394744667168,47.306356056613964,0,0,0,3.6280256522126453,,,
10,13.39599999999999901945,0.98199999999999998401,6.05999999999999960920,0.982,0.0,5.077999999999999,0.0,0.0,47.306356056613964,3.6280256522126453,2.3588922374718333,44.94746381914213,0.5399447573144734,3.0880808948981717,8.099873492497812,0.0,0.0,0.0,0.10626493560127585,44.94746381914213,0,0,0,3.0880808948981717,,,
11,13.39599999999999901945,11.21000000000000085265,6.20999999999999996447,6.21,5.000000000000001,0.0,0,1.8874876696402234,44.94746381914213,4.975568564538396,0.0,44.94746381914213,0.9140499706374496,4.061518593900946,13.711938170875955,3.1125123303597775,3.1125123303597775,0.0,0.17989147954550022,48.05997614950191,0,0,0,4.061518593900946,,,
