,data,vazao,chuva_media,mes,evaporacao,evap_inicial,retencao,evap_n_atendida,ret_corrig,escoamento,reserv_solo,S1,RE,Solo,C,S2,vazao_calc,Ps,rec_solo,rec_rio,perdas,reserv_solo_corrig,profundo,Fg,profundo_corrigido,S3,volume_precipitado,lamina_Q_observada,evaporacao_potencial,evaporacao_real_maxima,evaporacao_real,solo_inicio,solo_fim,armazenamento_sup_inicio,armazenamento_sup_fim,escoado,balanco
3445,1982-07-09,5.659999847412109,0.18000000715255737,7,3.375999927520752,0.18000000715255737,0.0,3.1959999203681946,0.0,0.0,0.0030246001155527984,6.637986070093182,3.455412648931897e-05,0.0029900459890634793,0.48470516126529395,6.153280908827888,0.0,0.0,0.0,0.0014950379447616852,0.48470516126529395,0.0014950080443017941,0.0,0.0,0.0,6.153280908827888,,,,,,,,,,,
3446,1982-07-10,4.980000019073486,0.20900000631809235,7,3.375999927520752,0.20900000631809235,0.0,3.1669999212026596,0.0,0.0,0.0014950080443017941,6.154019957949213,1.6924582485711417e-05,0.0014780834618160828,0.4272498480990904,5.726770109850123,0.0,0.0,0.0,0.0007390491213253506,0.4272498480990904,0.0007390343404907322,0.0,0.0,0.0,5.726770109850123,,,,,,,,,,,
3447,1982-07-11,4.340000152587891,0.21400000154972076,7,3.375999927520752,0.21400000154972076,0.0,3.161999925971031,0.0,0.0,0.0007390343404907322,5.727135454068357,8.353210834003015e-06,0.0007306811296567292,0.3790060778209145,5.348129376247442,0.0,0.0,0.0,0.0003653442182340129,0.3790060778209145,0.0003653369114227163,0.0,0.0,0.0,5.348129376247442,,,,,,,,,,,
3448,1982-07-12,3.700000047683716,0.29899999499320984,7,3.375999927520752,0.29899999499320984,0.0,3.076999932527542,0.0,0.0,0.0003653369114227163,5.348310037332262,4.018354968419315e-06,0.000361318556454297,0.33815154399194375,5.0101584933403185,0.0,0.0,0.0,0.00018066108481993077,0.33815154399194375,0.00018065747163436622,0.0,0.0,0.0,5.0101584933403185,,,,,,,,,,,
3449,1982-07-13,3.4700000286102295,1.0729999542236328,7,3.375999927520752,1.0729999542236328,0.0,2.302999973297119,0.0,0.0,0.00018065747163436622,5.010248079358484,1.4872270050839274e-06,0.0001791702446292823,0.3032837444398218,4.706964334918662,0.0,0.0,0.0,8.95860181658643e-05,0.3032837444398218,8.9584226463418e-05,0.0,0.0,0.0,4.706964334918662,,,,,,,,,,,
3450,1982-07-14,2.819999933242798,0.4440000057220459,7,3.375999927520752,0.4440000057220459,0.0,2.931999921798706,0.0,0.0,8.9584226463418e-05,4.70700865802119,9.389078606298524e-07,8.864531860278816e-05,0.2733120281494164,4.433696629871773,0.0,0.0,0.0,4.432310252798709e-05,0.2733120281494164,4.4322216074801064e-05,0.0,0.0,0.0,4.433696629871773,,,,,,,,,,,
3451,1982-07-15,2.4200000762939453,0.07599999755620956,7,3.375999927520752,0.07599999755620956,0.0,3.2999999299645424,0.0,0.0,4.4322216074801064e-05,4.433718529782359,5.228328961055521e-07,4.379938317869551e-05,0.2473796369563819,4.186338892825977,0.0,0.0,0.0,2.189991058626365e-05,0.2473796369563819,2.189947259243186e-05,0.0,0.0,0.0,4.186338892825977,,,,,,,,,,,
3452,1982-07-16,2.2200000286102295,0.7310000061988831,7,3.375999927520752,0.7310000061988831,0.0,2.644999921321869,0.0,0.0,2.189947259243186e-05,4.186349739142968,2.0705553496247692e-07,2.1692417057469385e-05,0.22480687871048002,3.961542860432488,0.0,0.0,0.0,1.084631699081998e-05,0.22480687871048002,1.0846100066649405e-05,0.0,0.0,0.0,3.961542860432488,,,,,,,,,,,
3453,1982-07-17,2.0399999618530273,1.3279999494552612,7,3.375999927520752,1.3279999494552612,0.0,2.0479999780654907,0.0,0.0,1.0846100066649405e-05,3.961548243835387,7.940193546797927e-08,1.0766698131181427e-05,0.20504947651825509,3.756498767317132,0.0,0.0,0.0,5.38340289908137e-06,0.20504947651825509,5.383295232100057e-06,0.0,0.0,0.0,3.756498767317132,,,,,,,,,,,
3454,1982-07-18,2.0399999618530273,3.058000087738037,7,3.375999927520752,3.058000087738037,0.0,0.31799983978271484,0.0,0.0,5.383295232100057e-06,3.7565014559319776,6.119312567783228e-09,5.377175919532273e-06,0.187667766559255,3.5688336893727226,0.0,0.0,0.0,2.6886148456457347e-06,0.187667766559255,2.6885610738865387e-06,0.0,0.0,0.0,3.5688336893727226,,,,,,,,,,,
3455,1982-07-19,2.4200000762939453,8.664999961853027,7,3.375999927520752,3.375999927520752,5.289000034332275,0.0,0.0,0.002916258148646378,2.6885610738865387e-06,3.5717512918153487,0.0,2.6885610738865387e-06,0.17253840028528059,3.399212891530068,0.0,5.286083776183629,5.286083776183629,1.344293979748639e-06,0.17253840028528059,5.286085120450723,0.0,0.0,0.0,3.399212891530068,,,,,,,,,,,
3456,1982-07-20,3.700000047683716,7.554999828338623,7,3.375999927520752,3.375999927520752,4.178999900817871,0.0,0.0,0.013788745170868921,5.286085120450723,6.0560706273519,0.0,5.286085120450723,0.4159763456518885,5.640094281700012,0.0,4.165211155647002,4.165211155647002,2.643068990650964,0.4159763456518885,6.808227285446762,0.0,0.0,0.0,5.640094281700012,,,,,,,,,,,
3457,1982-07-21,5.900000095367432,0.15000000596046448,7,3.375999927520752,0.15000000596046448,0.0,3.2259999215602875,0.0,0.0,6.808227285446762,9.005460308716943,0.07756253806037396,6.730664747386387,0.8058612574393755,8.199599051277568,0.0,0.0,0.0,3.3653660270169308,0.8058612574393755,3.3652987203694567,0.0,0.0,0.0,8.199599051277568,,,,,,,,,,,
3458,1982-07-22,4.130000114440918,1.0160000324249268,7,3.375999927520752,1.0160000324249268,0.0,2.359999895095825,0.0,0.0,3.3652987203694567,9.86815520858298,0.028219776548072235,3.3370789438213846,0.9385924051829159,8.929562803400064,0.0,0.0,0.0,1.6685561573054115,0.9385924051829159,1.668522786515973,0.0,0.0,0.0,8.929562803400064,,,,,,,,,,,
3459,1982-07-23,3.0399999618530273,0.34299999475479126,7,3.375999927520752,0.34299999475479126,0.0,3.0329999327659607,0.0,0.0,1.668522786515973,9.754814503700944,0.018035890783169552,1.6504868957328036,0.9206942735681675,8.834120230132775,0.0,0.0,0.0,0.8252517003008806,0.9206942735681675,0.825235195431923,0.0,0.0,0.0,8.834120230132775,,,,,,,,,,,
3460,1982-07-24,2.2200000286102295,0.6129999756813049,7,3.375999927520752,0.6129999756813049,0.0,2.762999951839447,0.0,0.0,0.825235195431923,9.242672650294736,0.008138526074694756,0.8170966693572282,0.8415495707156965,8.40112307957904,0.0,0.0,0.0,0.4085524201619609,0.8415495707156965,0.40854424919526733,0.0,0.0,0.0,8.40112307957904,,,,,,,,,,,
3461,1982-07-25,1.6799999475479126,1.9459999799728394,7,3.375999927520752,1.9459999799728394,0.0,1.4299999475479126,0.0,0.0,0.40854424919526733,8.604353825032963,0.0020868228616880108,0.40645742633357934,0.7469316311700435,7.857422193862919,0.0,0.0,0.0,0.20323074545392136,0.7469316311700435,0.20322668087965798,0.0,0.0,0.0,7.857422193862919,,,,,,,,,,,
3462,1982-07-26,1.6799999475479126,2.5260000228881836,7,3.375999927520752,2.5260000228881836,0.0,0.8499999046325684,0.0,0.0,0.20322668087965798,7.958727916446631,0.0006172618064256019,0.20260941907323238,0.6558781748134568,7.302849741633175,0.0,0.0,0.0,0.10130572258371157,0.6558781748134568,0.10130369648952081,0.0,0.0,0.0,7.302849741633175,,,,,,,,,,,
3463,1982-07-27,1.6799999475479126,1.777999997138977,7,3.375999927520752,1.777999997138977,0.0,1.597999930381775,0.0,0.0,0.10130369648952081,7.353212811801426,0.0005785634043479409,0.10072513308517288,0.574838227750718,6.778374584050708,0.0,0.0,0.0,0.05036307016825187,0.574838227750718,0.05036206291692101,0.0,0.0,0.0,6.778374584050708,,,,,,,,,,,
3464,1982-07-28,1.340000033378601,1.3029999732971191,7,3.375999927520752,1.3029999732971191,0.0,2.072999954223633,0.0,0.0,0.05036206291692101,6.803369287098965,0.0003731567094675174,0.04998890620745349,0.5049989691450255,6.29837031795394,0.0,0.0,0.0,0.024994703048257783,0.5049989691450255,0.024994203159195708,0.0,0.0,0.0,6.29837031795394,,,,,,,,,,,
3465,1982-07-29,1.5099999904632568,1.034999966621399,7,3.375999927520752,1.034999966621399,0.0,2.340999960899353,0.0,0.0,0.024994203159195708,6.310762970632064,0.00020914565352288828,0.02478505750567282,0.44554016773572735,5.865222802896337,0.0,0.0,0.0,0.012392652678123938,0.44554016773572735,0.012392404827548881,0.0,0.0,0.0,5.865222802896337,,,,,,,,,,,
3466,1982-07-30,1.6799999475479126,2.6530001163482666,7,3.375999927520752,2.6530001163482666,0.0,0.7229998111724854,0.0,0.0,0.012392404827548881,5.871403053780162,3.2026663681120926e-05,0.01236037816386776,0.3950513713219261,5.476351682458236,0.0,0.0,0.0,0.006180250883824699,0.3950513713219261,0.0061801272800430605,0.0,0.0,0.0,5.476351682458236,,,,,,,,,,,
3467,1982-07-31,7.440000057220459,4.2729997634887695,7,3.375999927520752,3.375999927520752,0.8969998359680176,0.0,0.0,1.4531364599168484e-05,0.0061801272800430605,5.479456308363494,0.0,0.0061801272800430605,0.35208392489753204,5.1273723834659615,0.0,0.8969853046034184,0.8969853046034184,0.0030900945406579306,0.35208392489753204,0.9000753373428035,0.0,0.0,0.0,5.1273723834659615,,,,,,,,,,,
3468,1982-08-01,8.850000381469727,2.9539999961853027,8,3.7239999771118164,2.9539999961853027,0.0,0.7699999809265137,0.0,0.0,0.9000753373428035,5.576177827908723,0.0024734244764087684,0.8976019128663948,0.36250286370905305,5.2136749641996705,0.0,0.0,0.0,0.44880544444276177,0.36250286370905305,0.448796468423633,0.0,0.0,0.0,5.2136749641996705,,,,,,,,,,,
3469,1982-08-02,7.710000038146973,2.763000011444092,8,3.7239999771118164,2.763000011444092,0.0,0.9609999656677246,0.0,0.0,0.448796468423633,5.437305201847613,0.0015404656877754904,0.4472560027358575,0.3475814587365982,5.089723743111015,0.0,0.0,0.0,0.22363023764794246,0.3475814587365982,0.22362576508791507,0.0,0.0,0.0,5.089723743111015,,,,,,,,,,,
3470,1982-08-03,4.539999961853027,1.7050000429153442,8,3.7239999771118164,1.7050000429153442,0.0,2.018999934196472,0.0,0.0,0.22362576508791507,5.200731091321853,0.0016132887910005075,0.22201247629691456,0.32274368073427934,4.877987410587574,0.0,0.0,0.0,0.11100734821083877,0.32274368073427934,0.1110051280860758,0.0,0.0,0.0,4.877987410587574,,,,,,,,,,,
3471,1982-08-04,3.930000066757202,0.33399999141693115,8,3.7239999771118164,0.33399999141693115,0.0,3.3899999856948853,0.0,0.0,0.1110051280860758,4.932818082026452,0.0013448818107826698,0.10966024627529312,0.2955123135254047,4.637305768501047,0.0,0.0,0.0,0.054830671438877945,0.2955123135254047,0.05482957483641518,0.0,0.0,0.0,4.637305768501047,,,,,,,,,,,
3472,1982-08-05,3.0399999618530273,0.9480000138282776,8,3.7239999771118164,0.9480000138282776,0.0,2.775999963283539,0.0,0.0,0.05482957483641518,4.66444881455886,0.0005440255762827711,0.05428554926013241,0.2692057318384382,4.395243082720421,0.0,0.0,0.0,0.02714304605781251,0.2692057318384382,0.027142503202319902,0.0,0.0,0.0,4.395243082720421,,,,,,,,,,,
3473,1982-08-06,2.819999933242798,3.3570001125335693,8,3.7239999771118164,3.3570001125335693,0.0,0.36699986457824707,0.0,0.0,0.027142503202319902,4.408796666893445,3.560592524496179e-05,0.02710689727707494,0.24506645345132683,4.163730213442118,0.0,0.0,0.0,0.013553584173023856,0.24506645345132683,0.013553313104051085,0.0,0.0,0.0,4.163730213442118,,,,,,,,,,,
3474,1982-08-07,2.4200000762939453,3.0999999046325684,8,3.7239999771118164,3.0999999046325684,0.0,0.624000072479248,0.0,0.0,0.013553313104051085,4.170491822296799,3.023062551576611e-05,0.013523082478535318,0.22338938863736651,3.9471024336594325,0.0,0.0,0.0,0.006761608854680052,0.22338938863736651,0.006761473623855266,0.0,0.0,0.0,3.9471024336594325,,,,,,,,,,,
3475,1982-08-08,2.819999933242798,2.2939999103546143,8,3.7239999771118164,2.2939999103546143,0.0,1.4300000667572021,0.0,0.0,0.006761473623855266,3.9504659230723362,3.456206716319802e-05,0.006726911556692068,0.20409433463172102,3.7463715884406152,0.0,0.0,0.0,0.0033634894129038174,0.20409433463172102,0.0033634221437882504,0.0,0.0,0.0,3.7463715884406152,,,,,,,,,,,
3476,1982-08-09,3.700000047683716,2.7780001163482666,8,3.7239999771118164,2.7780001163482666,0.0,0.9459998607635498,0.0,0.0,0.0033634221437882504,3.748047629480181,1.1373585142134217e-05,0.003352048558646116,0.18696439919821708,3.5610832302819637,0.0,0.0,0.0,0.0016760410395658513,0.18696439919821708,0.0016760075190802649,0.0,0.0,0.0,3.5610832302819637,,,,,,,,,,,
3477,1982-08-10,3.700000047683716,3.0199999809265137,8,3.7239999771118164,3.0199999809265137,0.0,0.7039999961853027,0.0,0.0,0.0016760075190802649,3.5619191335544587,4.2176919886329145e-06,0.0016717898270916319,0.1717475334580202,3.3901716000964384,0.0,0.0,0.0,0.0008359032724949514,0.1717475334580202,0.0008358865545966804,0.0,0.0,0.0,3.3901716000964384,,,,,,,,,,,
3478,1982-08-11,3.700000047683716,2.759000062942505,8,3.7239999771118164,2.759000062942505,0.0,0.9649999141693115,0.0,0.0,0.0008358865545966804,3.3905881058499943,2.8833775165208596e-06,0.0008330031770801596,0.1582008478162115,3.232387258033783,0.0,0.0,0.0,0.0004165057535559652,0.1582008478162115,0.0004164974235241944,0.0,0.0,0.0,3.232387258033783,,,,,,,,,,,
3479,1982-08-12,3.25,0.3479999899864197,8,3.7239999771118164,0.3479999899864197,0.0,3.3759999871253967,0.0,0.0,0.0004164974235241944,3.232592995690121,5.026225560517723e-06,0.00041147119796367665,0.14610625047036668,3.086486745219754,0.0,0.0,0.0,0.00020573765633782816,0.14610625047036668,0.0002057335416258485,0.0,0.0,0.0,3.086486745219754,,,,,,,,,,,
3480,1982-08-13,2.819999933242798,0.4819999933242798,8,3.7239999771118164,0.4819999933242798,0.0,3.2419999837875366,0.0,0.0,0.0002057335416258485,3.0865884208996017,2.3842154242228646e-06,0.00020334932620162563,0.1352741936982314,2.95131422720137,0.0,0.0,0.0,0.00010167567984744383,0.1352741936982314,0.00010167364635418179,0.0,0.0,0.0,2.95131422720137,,,,,,,,,,,
3481,1982-08-14,2.4200000762939453,1.930999994277954,8,3.7239999771118164,1.930999994277954,0.0,1.7929999828338623,0.0,0.0,0.00010167364635418179,2.9513647387033455,6.516526231647922e-07,0.000101021993731017,0.1255418594037313,2.825822879299614,0.0,0.0,0.0,5.0511501975477154e-05,0.1255418594037313,5.051049175553984e-05,0.0,0.0,0.0,2.825822879299614,,,,,,,,,,,
3482,1982-08-15,2.4200000762939453,3.427999973297119,8,3.7239999771118164,3.427999973297119,0.0,0.29600000381469727,0.0,0.0,5.051049175553984e-05,2.825848108075663,5.3444229014300744e-08,5.045704752652554e-05,0.1167701326665061,2.7090779754091567,0.0,0.0,0.0,2.5228776048500404e-05,0.1167701326665061,2.522827147802514e-05,0.0,0.0,0.0,2.7090779754091567,,,,,,,,,,,
