Tamanho,Combo,Rodada,Iteracao,Gbest_NSE
50,w0.4_c1.0_c2.0,6,16,0.7278440594673157
50,w0.4_c1.0_c2.0,6,17,0.72784423828125
50,w0.4_c1.0_c2.0,6,18,0.72784423828125
50,w0.4_c1.0_c2.0,6,19,0.7278443574905396
50,w0.4_c1.0_c2.0,6,20,0.7278443574905396
50,w0.4_c1.0_c2.0,7,1,0.6038607358932495
50,w0.4_c1.0_c2.0,7,2,0.6898593902587891
50,w0.4_c1.0_c2.0,7,3,0.7261683940887451
50,w0.4_c1.0_c2.0,7,4,0.7261683940887451
50,w0.4_c1.0_c2.0,7,5,0.7267667055130005
50,w0.4_c1.0_c2.0,7,6,0.7271134853363037
50,w0.4_c1.0_c2.0,7,7,0.7274678945541382
50,w0.4_c1.0_c2.0,7,8,0.7278337478637695
50,w0.4_c1.0_c2.0,7,9,0.727835476398468
50,w0.4_c1.0_c2.0,7,10,0.727835476398468
50,w0.4_c1.0_c2.0,7,11,0.727835476398468
50,w0.4_c1.0_c2.0,7,12,0.727838397026062
50,w0.4_c1.0_c2.0,7,13,0.727838397026062
50,w0.4_c1.0_c2.0,7,14,0.7278438210487366
50,w0.4_c1.0_c2.0,7,15,0.7278439998626709
50,w0.4_c1.0_c2.0,7,16,0.7278439998626709
50,w0.4_c1.0_c2.0,7,17,0.72784423828125
50,w0.4_c1.0_c2.0,7,18,0.72784423828125
50,w0.4_c1.0_c2.0,7,19,0.7278443574905396
50,w0.4_c1.0_c2.0,7,20,0.7278443574905396
50,w0.4_c1.0_c2.0,8,1,0.6164753437042236
50,w0.4_c1.0_c2.0,8,2,0.7120169401168823
50,w0.4_c1.0_c2.0,8,3,0.7243832349777222
50,w0.4_c1.0_c2.0,8,4,0.7243832349777222
50,w0.4_c1.0_c2.0,8,5,0.7265533804893494
50,w0.4_c1.0_c2.0,8,6,0.7273924350738525
50,w0.4_c1.0_c2.0,8,7,0.7273924350738525
50,w0.4_c1.0_c2.0,8,8,0.7277169823646545
50,w0.4_c1.0_c2.0,8,9,0.7277566194534302
50,w0.4_c1.0_c2.0,8,10,0.7277612686157227
50,w0.4_c1.0_c2.0,8,11,0.7277944087982178
50,w0.4_c1.0_c2.0,8,12,0.7278317213058472
50,w0.4_c1.0_c2.0,8,13,0.72784024477005
50,w0.4_c1.0_c2.0,8,14,0.7278424501419067
50,w0.4_c1.0_c2.0,8,15,0.7278429269790649
50,w0.4_c1.0_c2.0,8,16,0.7278434038162231
50,w0.4_c1.0_c2.0,8,17,0.7278436422348022
50,w0.4_c1.0_c2.0,8,18,0.7278440594673157
50,w0.4_c1.0_c2.0,8,19,0.72784423828125
50,w0.4_c1.0_c2.0,8,20,0.7278443574905396
50,w0.5_c1.5_c1.5,1,1,0.649226188659668
50,w0.5_c1.5_c1.5,1,2,0.7257992029190063
50,w0.5_c1.5_c1.5,1,3,0.7257992029190063
50,w0.5_c1.5_c1.5,1,4,0.7275214195251465
50,w0.5_c1.5_c1.5,1,5,0.7275214195251465
50,w0.5_c1.5_c1.5,1,6,0.7276632189750671
50,w0.5_c1.5_c1.5,1,7,0.7276632189750671
50,w0.5_c1.5_c1.5,1,8,0.7276632189750671
50,w0.5_c1.5_c1.5,1,9,0.7276632189750671
50,w0.5_c1.5_c1.5,1,10,0.7278042435646057
50,w0.5_c1.5_c1.5,1,11,0.7278110980987549
50,w0.5_c1.5_c1.5,1,12,0.7278110980987549
50,w0.5_c1.5_c1.5,1,13,0.7278141975402832
50,w0.5_c1.5_c1.5,1,14,0.7278375029563904
50,w0.5_c1.5_c1.5,1,15,0.7278439402580261
50,w0.5_c1.5_c1.5,1,16,0.7278439402580261
50,w0.5_c1.5_c1.5,1,17,0.7278439402580261
50,w0.5_c1.5_c1.5,1,18,0.7278439402580261
50,w0.5_c1.5_c1.5,1,19,0.7278442978858948
50,w0.5_c1.5_c1.5,1,20,0.7278443574905396
50,w0.5_c1.5_c1.5,2,1,0.6860445737838745
50,w0.5_c1.5_c1.5,2,2,0.7249557971954346
50,w0.5_c1.5_c1.5,2,3,0.7249557971954346
50,w0.5_c1.5_c1.5,2,4,0.7249557971954346
50,w0.5_c1.5_c1.5,2,5,0.726773738861084
50,w0.5_c1.5_c1.5,2,6,0.7277467250823975
50,w0.5_c1.5_c1.5,2,7,0.7277467250823975
50,w0.5_c1.5_c1.5,2,8,0.7277511358261108
50,w0.5_c1.5_c1.5,2,9,0.7278406023979187
50,w0.5_c1.5_c1.5,2,10,0.7278417348861694
50,w0.5_c1.5_c1.5,2,11,0.7278426885604858
50,w0.5_c1.5_c1.5,2,12,0.7278434634208679
50,w0.5_c1.5_c1.5,2,13,0.7278434634208679
50,w0.5_c1.5_c1.5,2,14,0.7278435230255127
50,w0.5_c1.5_c1.5,2,15,0.7278435230255127
50,w0.5_c1.5_c1.5,2,16,0.7278443574905396
50,w0.5_c1.5_c1.5,2,17,0.7278443574905396
50,w0.5_c1.5_c1.5,2,18,0.7278444766998291
50,w0.5_c1.5_c1.5,2,19,0.7278444766998291
50,w0.5_c1.5_c1.5,2,20,0.7278444766998291
50,w0.5_c1.5_c1.5,3,1,0.6307946443557739
50,w0.5_c1.5_c1.5,3,2,0.6785585284233093
50,w0.5_c1.5_c1.5,3,3,0.7211328148841858
50,w0.5_c1.5_c1.5,3,4,0.723381519317627
50,w0.5_c1.5_c1.5,3,5,0.7270700931549072
50,w0.5_c1.5_c1.5,3,6,0.7270700931549072
50,w0.5_c1.5_c1.5,3,7,0.7277771234512329
50,w0.5_c1.5_c1.5,3,8,0.7277771234512329
50,w0.5_c1.5_c1.5,3,9,0.7278205156326294
50,w0.5_c1.5_c1.5,3,10,0.7278205156326294
50,w0.5_c1.5_c1.5,3,11,0.7278205156326294
50,w0.5_c1.5_c1.5,3,12,0.7278215289115906
50,w0.5_c1.5_c1.5,3,13,0.7278304100036621
50,w0.5_c1.5_c1.5,3,14,0.7278420925140381
50,w0.5_c1.5_c1.5,3,15,0.7278426885604858
50,w0.5_c1.5_c1.5,3,16,0.7278439998626709
50,w0.5_c1.5_c1.5,3,17,0.7278439998626709
50,w0.5_c1.5_c1.5,3,18,0.7278441786766052
50,w0.5_c1.5_c1.5,3,19,0.7278441786766052
50,w0.5_c1.5_c1.5,3,20,0.7278441786766052
50,w0.5_c1.5_c1.5,4,1,0.6324014663696289
50,w0.5_c1.5_c1.5,4,2,0.7095834016799927
50,w0.5_c1.5_c1.5,4,3,0.7264963388442993
50,w0.5_c1.5_c1.5,4,4,0.7264963388442993
50,w0.5_c1.5_c1.5,4,5,0.7264963388442993
50,w0.5_c1.5_c1.5,4,6,0.7264963388442993
50,w0.5_c1.5_c1.5,4,7,0.727516770362854
50,w0.5_c1.5_c1.5,4,8,0.727516770362854
50,w0.5_c1.5_c1.5,4,9,0.7278428077697754
50,w0.5_c1.5_c1.5,4,10,0.7278428077697754
50,w0.5_c1.5_c1.5,4,11,0.7278428077697754
50,w0.5_c1.5_c1.5,4,12,0.7278428077697754
50,w0.5_c1.5_c1.5,4,13,0.7278428077697754
50,w0.5_c1.5_c1.5,4,14,0.7278428077697754
50,w0.5_c1.5_c1.5,4,15,0.7278428077697754
50,w0.5_c1.5_c1.5,4,16,0.7278439998626709
50,w0.5_c1.5_c1.5,4,17,0.7278439998626709
50,w0.5_c1.5_c1.5,4,18,0.7278443574905396
50,w0.5_c1.5_c1.5,4,19,0.7278443574905396
50,w0.5_c1.5_c1.5,4,20,0.7278443574905396
50,w0.5_c1.5_c1.5,5,1,0.7201443910598755
50,w0.5_c1.5_c1.5,5,2,0.7201443910598755
50,w0.5_c1.5_c1.5,5,3,0.7274972796440125
50,w0.5_c1.5_c1.5,5,4,0.7276589870452881
50,w0.5_c1.5_c1.5,5,5,0.7276589870452881
50,w0.5_c1.5_c1.5,5,6,0.7276589870452881
50,w0.5_c1.5_c1.5,5,7,0.7276589870452881
50,w0.5_c1.5_c1.5,5,8,0.7278187274932861
50,w0.5_c1.5_c1.5,5,9,0.7278364896774292
50,w0.5_c1.5_c1.5,5,10,0.7278364896774292
50,w0.5_c1.5_c1.5,5,11,0.7278372645378113
50,w0.5_c1.5_c1.5,5,12,0.727843701839447
50,w0.5_c1.5_c1.5,5,13,0.727843701839447
50,w0.5_c1.5_c1.5,5,14,0.727843701839447
50,w0.5_c1.5_c1.5,5,15,0.727843701839447
50,w0.5_c1.5_c1.5,5,16,0.7278440594673157
50,w0.5_c1.5_c1.5,5,17,0.7278440594673157
50,w0.5_c1.5_c1.5,5,18,0.72784423828125
50,w0.5_c1.5_c1.5,5,19,0.72784423828125
50,w0.5_c1.5_c1.5,5,20,0.7278443574905396
50,w0.5_c1.5_c1.5,6,1,0.717951774597168
50,w0.5_c1.5_c1.5,6,2,0.718988835811615
50,w0.5_c1.5_c1.5,6,3,0.7259361743927002
50,w0.5_c1.5_c1.5,6,4,0.7259361743927002
50,w0.5_c1.5_c1.5,6,5,0.7265689373016357
50,w0.5_c1.5_c1.5,6,6,0.7273069024085999
50,w0.5_c1.5_c1.5,6,7,0.7274416089057922
50,w0.5_c1.5_c1.5,6,8,0.7276921272277832
50,w0.5_c1.5_c1.5,6,9,0.7278264760971069
50,w0.5_c1.5_c1.5,6,10,0.7278264760971069
50,w0.5_c1.5_c1.5,6,11,0.7278304100036621
50,w0.5_c1.5_c1.5,6,12,0.7278354167938232
50,w0.5_c1.5_c1.5,6,13,0.7278386950492859
50,w0.5_c1.5_c1.5,6,14,0.7278386950492859
50,w0.5_c1.5_c1.5,6,15,0.7278432846069336
50,w0.5_c1.5_c1.5,6,16,0.7278441190719604
50,w0.5_c1.5_c1.5,6,17,0.72784423828125
50,w0.5_c1.5_c1.5,6,18,0.72784423828125
50,w0.5_c1.5_c1.5,6,19,0.72784423828125
50,w0.5_c1.5_c1.5,6,20,0.72784423828125
50,w0.5_c1.5_c1.5,7,1,0.7215494513511658
50,w0.5_c1.5_c1.5,7,2,0.7270376086235046
50,w0.5_c1.5_c1.5,7,3,0.7270376086235046
50,w0.5_c1.5_c1.5,7,4,0.7270376086235046
50,w0.5_c1.5_c1.5,7,5,0.7271900177001953
