,data,vazao,chuva_media,mes,evaporacao,evap_inicial,retencao,evap_n_atendida,ret_corrig,escoamento,reserv_solo,S1,RE,Solo,C,S2,vazao_calc,Ps,rec_solo,rec_rio,perdas,reserv_solo_corrig,profundo,Fg,profundo_corrigido,S3,volume_precipitado,lamina_Q_observada,evaporacao_potencial,evaporacao_real_maxima,evaporacao_real,solo_inicio,solo_fim,armazenamento_sup_inicio,armazenamento_sup_fim,escoado,balanco
0,0.0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
1,05/03/1969,14.80000000000000071054,2.17099999999999981881,5.00000000000000000000,5.10500000000000042633,2.171,0.0,2.9340000000000006,0.0,0.0,15.0,0.09173871531255946,0.710480480909741,14.289519519090259,0.0005356629455905966,0.09120305236696886,0.009746718256758512,0.0,0.0,0.09173871531255946,0.00032813029147111687,14.1977808037777,0.0,0.0,0.0,0.09120305236696886,23425.08900000001,,51650.80500000345,,18347.56312356802,15.0,59.36254124508356,0.09173871531255946,15.510219075825379,1945.0692817147733,-2.677330018250359
2,05/04/1969,18.50000000000000000000,7.58199999999999985079,5.00000000000000000000,5.10500000000000042633,5.105,2.4769999999999994,0.0,0,0.10245132836175053,14.1977808037777,0.2848041334889722,0.0,14.1977808037777,0.0035390035263593825,0.2812651299626128,0.06439435575120593,2.374548671638249,2.374548671638249,0.09114975276025285,0.002167882374878984,16.481179722655696,0.0,0.0,0.0,0.2812651299626128,,,,,,,,,,,
3,05/05/1969,29.19999999999999928946,8.56799999999999961631,5.00000000000000000000,5.10500000000000042633,5.105,3.462999999999999,0.0,0,0.19874240214192573,16.481179722655696,0.5858167059239882,0.0,16.481179722655696,0.011773532022048686,0.5740431739019395,0.21422668947039325,3.2642575978580735,3.2642575978580735,0.10580917381944957,0.0072120958260047715,19.63962814669432,0.0,0.0,0.0,0.5740431739019395,,,,,,,,,,,
4,05/06/1969,23.10000000000000142109,2.63099999999999978328,5.00000000000000000000,5.10500000000000042633,2.631,0.0,2.4740000000000006,0.0,0.0,19.63962814669432,0.6952941305859671,0.7531862955996759,18.886441851094645,0.015664557121103113,0.679629573464864,0.2850262952348827,0.0,0.0,0.12125095668402763,0.009595615556805754,18.76519089441062,0.0,0.0,0.0,0.679629573464864,,,,,,,,,,,
5,05/07/1969,13.90000000000000035527,1.91999999999999992895,5.00000000000000000000,5.10500000000000042633,1.92,0.0,3.1850000000000005,0.0,0.0,18.76519089441062,0.7941087487546116,0.9335436530169033,17.831647241393714,0.019548066892813683,0.7745606818617979,0.3556891549749721,0.0,0.0,0.11447917528974765,0.011974531634185982,17.717168066103966,0.0,0.0,0.0,0.7745606818617979,,,,,,,,,,,
6,05/08/1969,16.60000000000000142109,2.27400000000000002132,5.00000000000000000000,5.10500000000000042633,2.274,0.0,2.8310000000000004,0.0,0.0,17.717168066103966,0.8832290110954044,0.7906370328319342,16.92653103327203,0.023339563250031864,0.8598894478453726,0.42467777378747446,0.0,0.0,0.10866832923360645,0.014297083184646482,16.817862704038426,0.0,0.0,0.0,0.8598894478453726,,,,,,,,,,,
7,05/09/1969,12.59999999999999964473,4.68499999999999960920,5.00000000000000000000,5.10500000000000042633,4.685,0.0,0.4200000000000008,0.0,0.0,16.817862704038426,0.96713965594925,0.11222281246873538,16.70563989156969,0.02715100026515105,0.939988655684099,0.4940292251909098,0.0,0.0,0.1072502081038774,0.016631849755658703,16.59838968346581,0.0,0.0,0.0,0.939988655684099,,,,,,,,,,,
8,05/10/1969,11.19999999999999928946,4.18799999999999972289,5.00000000000000000000,5.10500000000000042633,4.188,0.0,0.9170000000000007,0.0,0.0,16.59838968346581,1.0449948280418855,0.24228807010341072,16.3561016133624,0.030890676335364853,1.0141041517065206,0.5620749418639723,0.0,0.0,0.10500617235778663,0.018922657826345526,16.251095441004615,0.0,0.0,0.0,1.0141041517065206,,,,,,,,,,,
9,05/11/1969,10.50000000000000000000,2.04899999999999993250,5.00000000000000000000,5.10500000000000042633,2.049,0.0,3.0560000000000005,0.0,0.0,16.251095441004615,1.1133453220886014,0.7929692132661742,15.458126227738441,0.03433104290205778,1.0790142791865436,0.6246745371907622,0.0,0.0,0.0992411703820808,0.021030118298623997,15.35888505735636,0.0,0.0,0.0,1.0790142791865436,,,,,,,,,,,
