vazao,vazao_calc,chuva_media
1.112,0.0,0.004
1.112,0.0,0.1
1.049,0.0,0.0
0.93,0.0,0.0
0.874,0.0,0.0
0.821,0.0,0.163
0.821,0.0,0.0
0.821,7.2182293e-06,0.0
0.673,2.3010793e-05,0.312
0.545,4.279183e-05,0.0
0.4,6.414815e-05,0.0
0.4,8.60921e-05,1.161
0.311,0.00010755229,0.564
0.174,0.00012806094,0.756
0.109,0.00014728123,0.686
0.096,0.00016484103,0.0
0.063,0.00018071424,0.02
0.027,0.00019495768,0.094
0.017,0.00020765541,0.119
0.011,0.00021888613,0.0
0.004,0.00022876915,0.0
0.0,0.0002374276,0.0
0.0,0.00024498242,0.0
0.0,0.00025155963,0.087
0.0,0.00025726418,0.08
0.0,0.00026226215,0.832
0.0,0.0002665601,0.0
0.0,0.00027025896,0.253
0.0,0.00027341902,0.089
0.0,0.00027610105,0.0
0.0,0.00027836976,0.11
0.0,0.00028027798,0.147
0.0,0.00028186926,0.107
0.0,0.00028318955,0.292
0.0,0.0002842618,0.049
0.369,0.00028511946,0.091
0.213,0.00028578902,0.0
0.174,0.00028632284,1.56
0.124,0.000286729,1.112
0.096,0.00028700932,0.139
0.063,0.00028718874,0.83
0.073,0.001317501,11.283
0.054,0.0,1.457
3.897,0.0,0.743
3.203,0.07730741,5.172
2.597,0.25615132,7.461
2.597,0.61925024,6.721
2.829,0.03913738,4.321
1.624,0.0,0.055
1.708,0.100402616,0.357
1.708,0.29481012,0.0
1.624,0.5232267,0.213
1.624,0.7554552,0.237
1.794,0.9771175,0.938
1.624,1.1753548,0.17
1.624,1.3452389,0.114
1.112,1.4957025,3.146
0.93,1.6220875,2.009
0.821,1.720335,0.44
0.769,1.7916895,0.009
0.72,1.8392482,0.0
0.673,1.8666921,0.225
0.72,1.8788173,1.257
0.629,1.8773004,0.879
1.542,1.8644004,0.899
1.315,1.8440841,2.527
1.388,1.8184164,3.292
1.245,1.8931746,13.776
1.112,3.4790049,13.207
0.988,1.8271452,3.899
0.93,1.1254283,4.262
0.988,0.0,0.29
1.177,0.0,0.174
1.112,0.0,1.614
4.201,0.30055958,0.277
2.829,0.8851573,0.716
2.597,1.568971,0.674
1.884,2.2609694,1.077
2.171,2.8955452,0.281
1.977,3.4553647,1.339
1.794,3.9317162,1.822
1.884,4.302575,0.183
1.624,4.5777464,0.634
1.542,4.763006,0.29
1.542,4.870477,0.368
1.542,4.9112725,0.252
1.542,4.898649,0.52
1.542,4.8455925,1.069
1.464,4.7564983,0.189
1.388,4.640337,0.309
1.315,4.5040994,0.287
1.245,4.3529053,0.0
1.245,4.1922135,0.128
1.112,4.0260024,0.099
0.988,3.859681,1.364
0.988,3.6934462,0.0
0.93,3.529242,0.032
0.93,3.368588,0.118
0.874,3.2124722,0.088
0.769,3.0620265,0.588
0.629,2.9175355,0.495
0.545,2.7795193,1.004
0.434,2.6477637,0.61
0.213,2.5220006,0.033
0.084,2.402278,0.149
0.063,2.288533,0.225
0.039,2.1805537,0.0
0.017,2.078175,0.0
0.004,1.9812028,0.0
0.001,1.8894471,0.163
0.0,1.8027366,0.623
0.0,1.7207476,0.169
0.0,1.6433674,1.365
0.0,1.5706109,4.529
0.0,1.5020344,3.39
8.144,1.5376334,14.201
3.335,2.590787,8.283
3.335,4.5129623,9.886
18.181,0.94933563,2.663
16.578,0.0,0.994
9.151,0.0,0.959
5.387,0.0,0.757
4.047,0.0,1.732
3.609,0.3193477,4.119
3.203,0.95884055,1.977
2.951,1.716077,0.824
2.597,2.4798555,0.237
4.685,3.196856,0.946
6.566,3.8292239,0.746
7.905,4.367947,1.367
4.201,4.8006134,0.831
12.022,5.3914747,10.424
6.566,6.732897,6.11
5.028,8.395887,7.504
3.751,10.978439,9.23
3.897,13.9264345,6.575
10.811,23.293297,16.673
32.989,15.791996,2.468
24.601,4.6625066,0.839
10.521,0.20743409,1.22
6.994,0.0,2.26
5.028,0.96472704,5.099
4.359,1.5141926,4.138
4.047,1.0980773,3.6
5.763,0.0,1.913
6.778,0.0,3.42
5.763,0.0,1.877
4.047,0.0,2.643
3.47,0.0,1.878
3.203,0.1826318,4.175
2.829,0.8960629,4.064
2.951,2.0061321,6.295
3.751,3.7877746,8.512
3.075,9.157234,15.382
2.597,44.576138,26.445
4.52,217.74327,34.768
82.328,413.91406,25.98
329.313,287.43677,3.523
386.486,282.962,10.204
146.361,400.01617,21.138
73.89,578.3088,26.088
129.542,400.6241,5.77
202.977,287.62866,4.093
290.113,214.65045,3.512
112.058,138.65265,0.911
58.382,105.41564,2.336
31.179,79.42207,2.078
28.871,49.27616,0.617
19.884,37.51121,2.049
14.71,42.986984,4.418
16.969,39.549072,3.328
19.02,30.753315,2.461
24.099,12.721593,0.185
23.116,3.3652842,0.542
17.367,0.4831217,1.592
9.684,3.2167122,5.955
8.638,2.7815566,3.144
21.691,6.6990395,6.304
103.791,13.128142,8.688
78.052,13.223906,3.561
54.791,26.648876,13.844
38.837,40.66533,9.716
140.641,52.35883,7.824
138.76,58.777546,5.751
129.542,30.088846,0.118
58.382,15.307208,0.476
60.84,5.6198497,0.447
38.837,3.920132,2.275
29.437,1.5275122,1.812
22.634,0.08115943,1.691
17.771,0.0,2.531
15.072,0.0,1.83
13.66,0.97335887,4.903
13.321,0.26867387,2.556
12.661,2.31559,8.087
12.022,6.163306,7.584
12.022,8.167174,3.761
65.908,4.5494804,2.086
63.349,7.7416625,4.686
94.289,10.856796,4.225
75.265,16.957827,10.583
105.419,8.773999,1.403
39.526,3.0566905,1.31
19.884,0.0,0.333
17.367,0.82593614,4.253
12.988,3.2788453,7.715
10.521,9.180515,11.239
9.151,18.420887,9.82
40.929,46.56627,17.614
30.591,109.41323,19.866
176.674,160.87537,13.891
370.997,200.63544,12.463
315.028,299.80057,19.424
710.934,278.7043,8.8
361.856,268.38065,9.429
271.444,264.9921,9.345
309.403,234.09189,6.06
189.597,195.98615,3.777
88.207,194.66466,7.916
79.465,162.02892,3.141
172.468,111.601875,0.589
102.176,82.61519,1.081
53.619,56.23017,0.373
40.929,43.470627,1.273
34.868,38.11984,2.031
30.01,34.911747,2.302
25.626,26.060925,1.329
22.634,19.14188,1.376
20.775,23.999569,3.561
20.326,20.774817,2.199
