vazao,vazao_calc,chuva_media
0.0,0.04326597,0.129
0.0,0.05612254,0.365
0.0,0.06930732,0.651
0.0,0.08237959,0.132
0.0,0.0950296,0.008
0.0,0.10706323,0.141
0.0,0.11828932,0.021
0.0,0.1285913,0.027
0.0,0.13788955,0.013
0.0,0.14614418,0.021
0.0,0.15333739,0.0
0.0,0.15948904,0.051
0.0,0.16461837,0.01
0.0,0.16876505,0.0
0.0,0.17198105,0.0
0.0,0.17432518,0.0
0.0,0.17586084,0.0
0.0,0.17665382,0.0
0.0,0.17679472,0.178
0.0,0.17635295,0.237
0.0,0.1753751,0.134
0.0,0.1739061,0.008
0.0,0.17200348,0.0
0.0,0.16972397,0.01
0.0,0.167118,0.0
0.0,0.16423388,0.0
0.0,0.16111559,0.0
0.0,0.15780424,0.007
0.0,0.15433605,0.0
0.0,0.15074418,0.0
0.0,0.14705852,0.0
0.0,0.14331608,0.188
0.0,0.13953267,0.069
0.0,0.13572536,0.0
0.0,0.13192357,0.249
0.0,0.12813276,0.033
0.0,0.124372095,0.174
0.0,0.12066278,0.471
0.0,0.11699834,0.034
0.0,0.11338687,0.0
0.0,0.10983607,0.0
0.0,0.10635263,0.0
0.0,0.102945514,0.168
0.0,0.09961796,0.16
0.0,0.09637138,0.089
0.0,0.093219034,0.714
0.0,0.09017858,1.849
0.0,0.08722235,0.315
0.0,0.084350444,0.301
0.0,0.08155879,0.0
0.0,0.0788478,0.0
0.0,0.07621742,0.0
0.0,0.07367478,0.741
0.0,0.07121072,0.0
0.0,0.0688246,0.014
0.0,0.0665151,0.0
0.0,0.06428106,0.0
0.0,0.06212112,0.022
0.0,0.060034156,0.08
0.0,0.05801787,0.0
0.0,0.056070555,0.0
0.0,0.054197058,1.428
0.0,0.0524031,3.473
0.0,0.05089285,6.408
0.0,0.0,3.181
0.0,0.0,8.504
0.0,0.0,0.765
0.0,0.0,2.694
0.0,0.0,3.952
0.0,0.0,2.144
14.614,0.875955,32.509
36.833,0.07662671,2.704
5.58,0.0,0.506
1.926,0.0,0.27
1.286,0.0,0.247
1.194,0.0,1.69
0.866,0.0,2.539
0.651,0.0,4.231
0.424,0.0,0.697
0.293,0.0,0.889
0.223,0.0,0.0
0.165,0.0,0.0
0.118,0.00031296804,0.388
0.118,0.0020023466,0.34
0.081,0.0045086644,0.418
0.066,0.012773831,5.053
0.042,0.0,2.051
0.032,0.03033919,8.006
0.042,2.1859322,20.415
7.713,23.504402,29.271
6.248,32.612194,12.82
2.571,14.159663,0.591
1.809,7.3866577,2.31
7.713,12.565404,9.622
6.48,12.907572,6.395
2.434,5.5112963,1.563
1.697,8.299841,7.668
1.484,4.2346497,2.592
1.02,0.79144305,1.278
0.651,0.0,0.817
0.474,0.0,1.516
0.377,0.0,0.041
0.293,0.0,1.254
0.223,0.0,2.593
0.193,0.01722566,4.94
0.193,0.0,0.742
0.165,0.0,0.0
0.165,0.0,0.337
0.141,0.0,0.288
0.118,0.0,2.027
0.118,0.0882706,5.606
30.345,5.3052197,12.927
17.335,15.117211,12.066
3.323,12.8646965,4.952
16.137,46.987373,20.085
14.614,42.51847,7.854
5.798,41.07886,8.333
4.003,28.734041,4.334
2.571,11.447152,0.206
1.484,3.1533747,0.297
0.939,0.19623795,0.764
1.286,0.39533865,5.022
7.713,0.0,1.828
2.713,0.0,1.72
1.484,0.0,0.786
0.866,0.0,2.682
0.651,0.0,3.369
0.377,0.0,0.571
0.257,0.0,0.605
0.193,0.0,1.112
0.165,0.0,2.579
0.165,0.0,1.426
0.141,0.0,2.178
0.118,0.012741691,4.811
0.118,4.953058,12.057
0.081,0.98529005,1.105
0.066,0.0,0.415
0.066,0.0,0.003
0.053,0.0,3.551
0.053,0.0,3.068
0.042,0.0,2.954
0.651,16.95019,19.749
7.205,17.833872,6.678
2.046,35.699844,13.294
14.986,27.263075,5.009
3.826,27.345669,7.245
36.833,53.085255,15.362
29.79,63.130383,12.092
14.986,48.472336,6.39
9.939,34.58934,4.801
3.486,20.7109,2.842
2.859,9.779482,1.503
2.3,6.14306,3.25
2.3,1.0745645,0.526
2.171,0.0,0.111
1.588,0.0,0.933
1.194,0.0,0.33
0.939,0.0,1.442
0.718,0.0,0.197
0.474,0.0,1.407
0.377,0.0,0.09
0.293,0.0,1.617
0.333,0.0025060393,4.6
0.257,0.0,1.541
0.333,0.0,1.279
0.424,0.5048277,6.702
0.257,0.0,1.468
0.223,0.0,0.786
0.165,0.039809573,5.06
0.118,2.3141267,8.879
0.099,0.1073204,1.151
0.099,0.0,1.595
0.081,0.00059194246,1.189
0.053,0.006631251,1.829
0.032,0.017348107,0.486
0.032,0.031982128,2.187
0.032,0.049623646,1.668
0.032,0.06917792,0.469
0.032,0.08976279,0.179
0.024,0.11067044,0.141
0.024,0.13148984,0.667
0.024,0.15190768,1.076
0.018,0.17125034,0.08
